#EMPREENDIMENTO,CODIGO_TIPO_AGROPECUARIA,TIPO_AGROPECUARIA,CODIGO_TIPO_INTEGRACAO_CONSORCIO,TIPO_INTEGRACAO_CONSORCIO,CODIGO_GRAO_SEMENTE,GRAO_SEMENTE,CODIGO_TIPO_IRRIGACAO,TIPO_IRRIGACAO,CODIGO_TIPO_CULTIVO_EXPLORACAO,TIPO_CULTIVO_EXPLORACAO,CODIGO_FASE_CICLO_PRODUCAO,FASE_CICLO_PRODUCAO,CODIGO_ANTIGO
"11231840025408","*","*","*","*","*","*","*","*","*","*","*","*","34095926"
"12011420000842","*","*","1","Consórcio","*","*","*","*","*","*","*","*","11080002"
"12011420000843","*","*","1","Consórcio","*","*","*","*","*","*","*","*","11080112"
"14031880370408","*","*","*","*","8","Grão","*","*","*","*","*","*","34112005"
"11207140000408","*","*","*","*","*","*","*","*","*","*","*","*","11326553"
"11201000000408","*","*","*","*","*","*","*","*","*","*","*","*","11050001"
"11201860000408","*","*","*","*","*","*","*","*","*","*","*","*","11096003"
"11202320000408","*","*","*","*","3","Semente","*","*","*","*","*","*","11125008"
"11203760000408","*","*","*","*","*","*","*","*","*","*","*","*","11185000"
"11200580000408","*","*","*","*","*","*","*","*","*","*","*","*","11035002"
"11201780089408","*","*","*","*","*","*","*","*","*","*","*","*","11090009"
"21201280090408","*","*","*","*","*","*","*","*","*","*","*","*","70305010"
"11203880000408","*","*","*","*","*","*","*","*","*","*","*","*","31190013"
"11204720126408","*","*","*","*","*","*","*","*","*","*","*","*","31254054"
"11172080000408","*","*","*","*","*","*","*","*","*","*","*","*","32105007"
"14032080000408","*","*","*","*","*","*","*","*","*","*","*","*","32105007"
"12016565000042","*","*","*","*","*","*","*","*","*","*","*","*","11001005"
"12017321000442","*","*","*","*","*","*","01","Não Irrigado","*","*","*","*","11218001"
"11172320000408","*","*","*","*","*","*","*","*","*","*","*","*","11125510"
"21235600372408","*","*","*","*","*","*","*","*","*","*","*","*","72705728"
"11235600428408","*","*","*","*","*","*","*","*","*","*","*","*","72705728"
"11231840020408","*","*","*","*","*","*","*","*","*","*","*","*","34095926"
"11231840429408","*","*","*","*","*","*","*","*","*","*","*","*","32095485"
"11231840430408","*","*","*","*","*","*","*","*","*","*","*","*","32095485"
"11231840431408","*","*","*","*","*","*","*","*","*","*","*","*","32095485"
"11231840179408","*","*","*","*","*","*","*","*","*","*","*","*","32095485"
"12017280181042","*","*","*","*","*","*","*","*","*","*","*","*","11340883"
"12016940432042","*","*","*","*","*","*","*","*","*","*","*","*","11320906"
"12016940432043","*","*","*","*","*","*","*","*","*","*","*","*","11320906"
"12014660000052","*","*","*","*","*","*","*","*","*","*","*","*","34165007"
"00000000000000","*","*","*","*","*","*","*","*","*","*","*","*","00000000"
"11237140322032","*","*","*","*","3","Semente","*","*","*","*","*","*","34326004"
"11234100322012","*","*","*","*","3","Semente","*","*","*","*","*","*","34210000"
"11234680322012","*","*","*","*","3","Semente","*","*","*","*","*","*","34235009"
"22435830342408","*","*","*","*","*","*","*","*","*","*","*","*","51790008"
"11180560136022","*","*","*","*","*","*","*","*","*","*","*","*","31030159"
"22435830343408","*","*","*","*","*","*","*","*","*","*","*","*","51790008"
"12015760162053","*","*","*","*","*","*","*","*","*","*","*","*","34112005"
"11185080322022","*","*","*","*","*","*","*","*","*","*","*","*","31270108"
"11186720322022","*","*","*","*","*","*","*","*","*","*","*","*","31310013"
"11186740322022","*","*","*","*","*","*","*","*","*","*","*","*","31315001"
"11300560129022","*","*","*","*","*","*","*","*","*","*","*","*","30030105"
"11300560136022","*","*","*","*","*","*","*","*","*","*","*","*","30030150"
"11300560091022","*","*","*","*","*","*","*","*","*","*","*","*","30030057"
"11303760322022","*","*","*","*","*","*","*","*","*","*","*","*","30185067"
"11305080322022","*","*","*","*","*","*","*","*","*","*","*","*","30270109"
"11306720322022","*","*","*","*","*","*","*","*","*","*","*","*","30310014"
"11306740322022","*","*","*","*","*","*","*","*","*","*","*","*","30315806"
"22605780342002","1","Exploração Pecuária - ENCERRADO","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","51775009"
"12016775322042","*","*","*","*","*","*","*","*","*","*","*","*","11170008"
"13126775322042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13126470322042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"23505860072002","*","*","*","*","*","*","*","*","*","*","*","*","62775115"
"22505860071002","*","*","*","*","*","*","*","*","*","*","*","*","51770231"
"11300160000042","*","*","*","*","*","*","*","*","*","*","*","*","30016040"
"11300560091011","*","*","*","*","*","*","*","*","*","*","*","*","30030057"
"11300560129011","*","*","*","*","*","*","*","*","*","*","*","*","30030105"
"11300560136011","*","*","*","*","*","*","*","*","*","*","*","*","30030150"
"11300580322012","*","*","*","*","*","*","*","*","*","*","*","*","30035045"
"11300640322011","*","*","*","*","*","*","*","*","*","*","*","*","30040700"
"11300900322011","*","*","*","*","*","*","*","*","*","*","*","*","30045073"
"11301000322031","*","*","*","*","*","*","*","*","*","*","*","*","30050051"
"11306640063011","*","*","*","*","*","*","*","*","*","*","*","*","30075005"
"11301580322011","*","*","*","*","*","*","*","*","*","*","*","*","30085026"
"11301860322031","*","*","*","*","*","*","*","*","*","*","*","*","30096101"
"11301780089011","*","*","*","*","*","*","*","*","*","*","*","*","30110702"
"11302080322012","*","*","*","*","*","*","*","*","*","*","*","*","30105212"
"11302020095002","*","*","*","*","*","*","*","*","*","*","*","*","30100107"
"11302320322031","*","*","*","*","*","*","*","*","*","*","*","*","30125010"
"11303760322031","*","*","*","*","*","*","*","*","*","*","*","*","30185067"
"11303880322011","*","*","*","*","*","*","*","*","*","*","*","*","30190014"
"11304100322012","*","*","*","*","*","*","*","*","*","*","*","*","30210107"
"12015110322042","*","*","*","*","*","*","*","*","*","*","*","*","11272009"
"11304720322011","*","*","*","*","*","*","*","*","*","*","*","*","30245055"
"11304760322011","*","*","*","*","*","*","*","*","*","*","*","*","30250301"
"11305080322011","*","*","*","*","*","*","*","*","*","*","*","*","30270109"
"11305080244011","*","*","*","*","*","*","*","*","*","*","*","*","30270226"
"11300380322012","*","*","*","*","*","*","*","*","*","*","*","*","30020005"
"11306740322011","*","*","*","*","*","*","*","*","*","*","*","*","30315806"
"11307100322031","*","*","*","*","*","*","*","*","*","*","*","*","30325009"
"11307140322031","*","*","*","*","*","*","*","*","*","*","*","*","30326709"
"11307280322011","*","*","*","*","*","*","*","*","*","*","*","*","30340015"
"12012310322042","*","*","0","Não se aplica","0","Não se aplica","*","*","*","*","*","*","11122001"
"22261080346002","1","Exploração Pecuária - ENCERRADO","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","51705718"
"22261080344002","1","Exploração Pecuária - ENCERRADO","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","51705725"
"22261080347002","1","Exploração Pecuária - ENCERRADO","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","51705804"
"22261080345002","1","Exploração Pecuária - ENCERRADO","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","51705725"
"22261080348002","1","Exploração Pecuária - ENCERRADO","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","51705608"
"12014620000051","*","*","*","*","*","*","*","*","*","*","*","*","11231552"
"22605780044002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","51775009"
"12033920322842","*","*","*","*","*","*","*","*","*","*","*","*","13195995"
"14031580000408","*","*","*","*","*","*","*","*","*","*","*","*","13085005"
"12407380304842","*","*","*","*","*","*","*","*","*","*","*","*","13195995"
"12010110000042","*","*","*","*","*","*","*","*","*","*","*","*","11013000"
"13125110000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13120660000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13124140000842","0","Não se aplica","1","Consórcio","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","21215001"
"13146410350002","*","*","*","*","*","*","*","*","*","*","*","*","23615317"
"23146410350002","*","*","*","*","*","*","*","*","*","*","*","*","63615315"
"13120110000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13120620000041","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"12011170000042","*","*","*","*","*","*","*","*","*","*","*","*","11062006"
"13121170000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13121940000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13121980000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13122360000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13122440000041","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13122560052042","*","*","*","*","*","*","*","*","*","*","*","*","11170005"
"13120960000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13123580000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"12013650000042","*","*","*","*","*","*","*","*","*","*","*","*","11170008"
"13123650000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13124040000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"12014060000042","*","*","*","*","*","*","*","*","*","*","*","*","11170008"
"13124060000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13124320000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13124340000041","*","*","*","*","*","*","*","*","*","*","*","*","21217009"
"13124640000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13124640351042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"12014810000042","*","*","*","*","*","*","*","*","*","*","*","*","11170008"
"13124810000042","*","*","*","*","*","*","*","*","*","*","*","*","21170008"
"13125200000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13125240000041","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13125260000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"12025810000042","*","*","*","*","*","*","*","*","*","*","*","*","11281007"
"13125820000041","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13126080000041","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13126320000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13126960000041","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13127210000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13122310000042","*","*","*","*","*","*","*","*","*","*","*","*","21170005"
"13143330352042","*","*","*","*","*","*","*","*","*","*","*","*","22540005"
"13132730352042","*","*","*","*","*","*","*","*","*","*","*","*","23195992"
"22407380304408","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","91406022"
"13130850352042","*","*","*","*","*","*","*","*","*","*","*","*","23195992"
"13137695352042","*","*","*","*","*","*","*","*","*","*","*","*","22515009"
"13133490352042","*","*","*","*","*","*","*","*","*","*","*","*","22515009"
"13136050352042","*","*","*","*","*","*","*","*","*","*","*","*","62584007"
"21505860353002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","74770005"
"23607535332002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","64670005"
"13607535332002","*","*","*","*","*","*","*","*","*","*","*","*","24670007"
"12010960000052","*","*","*","*","*","*","*","*","*","*","*","*","11048501"
"21251280090002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","73305062"
"21250060205002","*","*","*","*","*","*","*","*","*","*","*","*","72700008"
"21251020074002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","73168003"
"12017100000033","*","*","*","*","*","*","*","*","*","*","*","*","11325334"
"21251920074002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","72725007"
"22507615332408","*","*","*","*","*","*","*","*","*","*","*","*","63623536"
"21255580074002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","73769000"
"21256760074002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","73790000"
"21255460074002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","72795006"
"21255500000002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","74795987"
"11206720000408","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","31310051"
"11301420354042","*","*","*","*","*","*","*","*","*","*","*","*","30080708"
"11184140169042","*","*","*","*","*","*","*","*","*","*","*","*","31215008"
"12016470322042","*","*","*","*","*","*","*","*","*","*","*","*","11170008"
"12015980000042","*","*","*","*","*","*","*","*","*","*","*","*","11290005"
"12014140000051","*","*","*","*","*","*","*","*","*","*","*","*","11215554"
"12016010000042","*","*","*","*","*","*","*","*","*","*","*","*","11291217"
"12011770000042","*","*","*","*","*","*","*","*","*","*","*","*","11088011"
"12014140355042","*","*","*","*","*","*","*","*","*","*","*","*","11215004"
"12015890000052","*","*","*","*","*","*","*","*","*","*","*","*","11301516"
"12010020000052","*","*","*","*","*","*","*","*","*","*","*","*","11001555"
"11304140169042","*","*","*","*","*","*","*","*","*","*","*","*","31215008"
"22261300359408","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","51715863"
"13155310356002","*","*","*","*","*","*","*","*","*","*","*","*","24685009"
"13151290356002","*","*","*","*","*","*","*","*","*","*","*","*","24685009"
"23151290356002","*","*","*","*","*","*","*","*","*","*","*","*","64685007"
"23155310356002","*","*","*","*","*","*","*","*","*","*","*","*","64685007"
"23155150356002","*","*","*","*","*","*","*","*","*","*","*","*","64685007"
"23157230356002","*","*","*","*","*","*","*","*","*","*","*","*","64685007"
"13154090356002","*","*","*","*","*","*","*","*","*","*","*","*","24675002"
"23154090356002","*","*","*","*","*","*","*","*","*","*","*","*","64675000"
"13157230356002","*","*","*","*","*","*","*","*","*","*","*","*","24685009"
"23276760364408","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","61790122"
"12013650000052","*","*","*","*","*","*","*","*","*","*","*","*","11170503"
"12010640000012","*","*","*","*","8","Grão","01","Não Irrigado","*","*","*","*","11040004"
"22266760358408","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","51790008"
"13110120000408","*","*","*","*","*","*","*","*","*","*","*","*","21015005"
"13113500000408","*","*","*","*","*","*","*","*","*","*","*","*","21165120"
"23271400360002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","61720006"
"23271400361002","*","*","*","*","*","*","*","*","*","*","*","*","61720006"
"23271400362002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","61720006"
"23271400363002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","61720006"
"23276760365408","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","61790122"
"22265100000002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","51753007"
"12012620000042","*","*","*","*","*","*","*","*","*","*","*","*","11135115"
"12013870000042","*","*","*","*","*","*","*","*","*","*","*","*","11196006"
"12012860146042","*","*","*","*","*","*","*","*","*","*","*","*","11098001"
"12011880034852","*","*","*","*","*","*","*","*","*","*","*","*","11101503"
"12014720000842","*","*","*","*","*","*","*","*","*","*","*","*","11245775"
"12010560176021","*","*","*","*","*","*","*","*","*","*","*","*","11030227"
"12014760371052","*","*","*","*","*","*","*","*","*","*","*","*","11250557"
"21606340335408","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","73777009"
"12015080288051","*","*","*","*","*","*","*","*","*","*","*","*","11270128"
"12010560176051","*","*","*","*","*","*","*","*","*","*","*","*","11030124"
"12010640000051","*","*","*","*","*","*","*","*","*","*","*","*","11040516"
"12011000000051","*","*","*","*","*","*","*","*","*","*","*","*","11050551"
"12011860000051","*","*","*","*","*","*","*","*","*","*","*","*","11096515"
"22265580358002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","51765875"
"22261920358002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","51725877"
"22261920359002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","51725860"
"22261400358002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","51721118"
"22261400359002","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","51720865"
"22261300358408","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","51710875"
"22267685366408","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","51790008"
"22261080366408","1","Exploração Pecuária - ENCERRADO","*","*","*","*","*","*","*","*","*","*","51705426"
"12458000312002","*","*","*","*","*","*","*","*","*","*","*","*","91416012"
"12016740174021","*","*","*","*","*","*","*","*","*","*","*","*","11315801"
"12014760371011","*","*","*","*","*","*","*","*","*","*","*","*","11250117"
"12014760371012","*","*","*","*","*","*","*","*","*","*","*","*","11250007"
"11458000312002","*","*","*","*","*","*","*","*","*","*","*","*","91416050"
"12016640213012","*","*","*","*","*","*","*","*","*","*","*","*","11345338"
"12407420010002","*","*","*","*","*","*","*","*","*","*","*","*","91409012"
"12013600420452","*","*","*","*","*","*","*","*","*","*","*","*","11160881"
"23407420003002","*","*","*","*","*","*","*","*","*","*","*","*","91408020"
"12016360000042","*","*","*","*","*","*","01","Não Irrigado","*","*","*","*","11299006"
"22311400419408","*","*","*","*","*","*","*","*","*","*","*","*","51721118"
"22311400415408","*","*","*","*","*","*","*","*","*","*","*","*","51721118"
"22311400416408","*","*","*","*","*","*","*","*","*","*","*","*","51721118"
"11170565129408","*","*","*","*","*","*","*","*","*","*","*","*","34030761"
"12015080288011","*","*","*","*","*","*","01","Não Irrigado","*","*","*","*","11270128"
"12013600369052","*","*","*","*","*","*","*","*","*","*","*","*","11160551"
"12014720286811","*","*","*","*","*","*","*","*","*","*","*","*","11245483"
"12014720235811","*","*","*","*","*","*","*","*","*","*","*","*","11245885"
"13407420008002","*","*","*","*","*","*","*","*","*","*","*","*","91408013"
"23407420008002","*","*","*","*","*","*","*","*","*","*","*","*","91408020"
"12011780169042","*","*","*","*","*","*","01","Não Irrigado","*","*","*","*","11090700"
"12014040000042","*","*","*","*","*","*","01","Não Irrigado","*","*","*","*","11208004"
"12016640213052","*","*","*","*","*","*","*","*","*","*","*","*","11345534"
"11231880278012","*","*","*","*","*","*","*","*","*","*","*","*","34345762"
"11236720370011","*","*","*","*","*","*","*","*","*","*","*","*","34310766"
"11230900370011","*","*","*","*","*","*","*","*","*","*","*","*","34045763"
"11235080370011","*","*","*","*","*","*","*","*","*","*","*","*","34270765"
"11237100370011","*","*","*","*","*","*","*","*","*","*","*","*","34325768"
"11230560370011","*","*","*","*","*","*","*","*","*","*","*","*","34030761"
"11232320370031","*","*","*","*","*","*","*","*","*","*","*","*","34345762"
"11230640370011","*","*","*","*","*","*","*","*","*","*","*","*","34345762"
"11236740370032","*","*","*","*","*","*","*","*","*","*","*","*","34345762"
"11237140370031","*","*","*","*","*","*","*","*","*","*","*","*","34345762"
"11233760370031","*","*","*","*","*","*","*","*","*","*","*","*","34345762"
"11232200370042","*","*","*","*","*","*","*","*","*","*","*","*","34345762"
"11233560370011","*","*","*","*","*","*","*","*","*","*","*","*","34345762"
"11234680370012","*","*","*","*","*","*","*","*","*","*","*","*","34345762"
"11234100370012","*","*","*","*","*","*","*","*","*","*","*","*","34345762"
"12013620214002","*","*","*","*","*","*","*","*","*","*","*","*","11165006"
"12013600214052","*","*","*","*","*","*","*","*","*","*","*","*","11160551"
"12013660213052","*","*","*","*","*","*","*","*","*","*","*","*","11170503"
"12013660213042","*","*","*","*","*","*","*","*","*","*","*","*","11170008"
"13458000312002","*","*","*","*","*","*","*","*","*","*","*","*","91416043"
"21458000312002","*","*","*","*","*","*","*","*","*","*","*","*","91416067"
"22458000312002","*","*","*","*","*","*","*","*","*","*","*","*","91416029"
"23458000312002","*","*","*","*","*","*","*","*","*","*","*","*","91416036"
"12010110000052","*","*","*","*","*","*","*","*","*","*","*","*","11013550"
"13115720000408","*","*","*","*","*","*","*","*","*","*","*","*","27230712"
"21174280179408","*","*","*","*","*","*","*","*","*","*","*","*","73212007"
"11171840020408","*","*","*","*","*","*","*","*","*","*","*","*","32095485"
"11171840025408","*","*","*","*","*","*","*","*","*","*","*","*","32095928"
"11235280000002","*","*","*","*","*","*","*","*","*","*","*","*","34281008"
"11250560091008","0","Não se aplica","0","Não se aplica","0","Não se aplica","00","Não se aplica","00","Não se aplica","00","Não se aplica","39030151"
"12014700000041","*","*","*","*","*","*","*","*","*","*","*","*","11240110"
"11250560129008","*","*","*","*","*","*","*","*","*","*","*","*","39030151"
"11250560370008","*","*","*","*","3","Semente","*","*","*","*","*","*","39030151"
"11250640373002","*","*","*","*","*","*","*","*","*","*","*","*","39040048"
"11250900374002","*","*","*","*","*","*","*","*","*","*","*","*","39045304"
"11250900375002","*","*","*","*","*","*","*","*","*","*","*","*","39045304"
"11250900376002","*","*","*","*","3","Semente","*","*","*","*","*","*","39045304"
"11250900377002","*","*","*","*","3","Semente","*","*","*","*","*","*","39045304"
"11250900056002","*","*","*","*","*","*","*","*","*","*","*","*","39045304"
"11251000370002","*","*","*","*","3","Semente","*","*","*","*","*","*","39050052"
"11252320370002","*","*","*","*","3","Semente","*","*","*","*","*","*","39125059"
"11253560370002","*","*","*","*","3","Semente","*","*","*","*","*","*","39155706"
"11253760370002","*","*","*","*","3","Semente","*","*","*","*","*","*","39185068"
"11253760378002","*","*","*","*","*","*","*","*","*","*","*","*","39185068"
"11253880379002","*","*","*","*","*","*","*","*","*","*","*","*","39190156"
"11254720126002","*","*","*","*","*","*","*","*","*","*","*","*","39245056"
"11254760161002","*","*","*","*","*","*","*","*","*","*","*","*","39250704"
"11254760319002","*","*","*","*","*","*","*","*","*","*","*","*","39250704"
"11254760320002","*","*","*","*","*","*","*","*","*","*","*","*","39250704"
"11255080370002","*","*","*","*","*","*","*","*","*","*","*","*","39270708"
"11255080379002","*","*","*","*","*","*","*","*","*","*","*","*","39270708"
"11255080244002","*","*","*","*","*","*","*","*","*","*","*","*","39270708"
"11256720379002","*","*","*","*","*","*","*","*","*","*","*","*","39310053"
"11256720156002","*","*","*","*","*","*","*","*","*","*","*","*","39310053"
"14031840000408","*","*","*","*","*","*","*","*","*","*","*","*","13095002"
"11256740370002","*","*","*","*","*","*","*","*","*","*","*","*","39315058"
"11257100380002","*","*","*","*","*","*","*","*","*","*","*","*","39325660"
"11257100381002","*","*","*","*","*","*","*","*","*","*","*","*","39325660"
"11257100382002","*","*","*","*","*","*","*","*","*","*","*","*","39325660"
"11257100370002","*","*","*","*","*","*","*","*","*","*","*","*","39325763"
"11257100157002","*","*","*","*","*","*","*","*","*","*","*","*","39325660"
"11257140370002","*","*","*","*","3","Semente","*","*","*","*","*","*","39326906"
"11257280289002","*","*","*","*","*","*","*","*","*","*","*","*","39340009"
"11257280324002","*","*","*","*","*","*","*","*","*","*","*","*","39340009"
"11257280326002","*","*","*","*","*","*","*","*","*","*","*","*","39340009"
"11257280325002","*","*","*","*","*","*","*","*","*","*","*","*","39340009"
"11250640370002","*","*","*","*","3","Semente","*","*","*","*","*","*","39040048"
"11251860379002","*","*","*","*","*","*","*","*","*","*","*","*","39096016"
"11251860378002","*","*","*","*","*","*","*","*","*","*","*","*","39096023"
"11254140280002","*","*","*","*","*","*","*","*","*","*","*","*","39215017"
"11254660239002","*","*","*","*","*","*","*","*","*","*","*","*","39230827"
"11254660019002","*","*","*","*","*","*","*","*","*","*","*","*","39230834"
"11254660086002","*","*","*","*","*","*","*","*","*","*","*","*","39230841"
"11254660339002","*","*","*","*","*","*","*","*","*","*","*","*","39230858"
"11254660383002","*","*","*","*","*","*","*","*","*","*","*","*","39230872"
"11255680000002","*","*","*","*","*","*","*","*","*","*","*","*","39293015"
"11251880370002","*","*","*","*","*","*","*","*","*","*","*","*","39101011"
"21254280372002","*","*","*","*","*","*","*","*","*","*","*","*","71212016"
"21254280198002","*","*","*","*","*","*","*","*","*","*","*","*","71212133"
"21254280104008","*","*","*","*","*","*","*","*","*","*","*","*","71212140"
"21254280251002","*","*","*","*","*","*","*","*","*","*","*","*","71212195"
"21254280203002","*","*","*","*","*","*","*","*","*","*","*","*","71212195"
"21254280125002","*","*","*","*","*","*","*","*","*","*","*","*","71212157"
"21257485385002","*","*","*","*","*","*","*","*","*","*","*","*","71770156"
"12013840000032","*","*","*","*","*","*","*","*","*","*","*","*","11191001"
"12013840000052","*","*","*","*","*","*","*","*","*","*","*","*","11191001"
"12011580000841","*","*","*","*","*","*","*","*","*","*","*","*","11085887"
"21255780389002","*","*","*","*","*","*","*","*","*","*","*","*","71770156"
"22507460333002","*","*","*","*","*","*","*","*","00","Não se aplica","00","Não se aplica","51770231"
"21255780391002","*","*","*","*","*","*","*","*","*","*","*","*","71770156"
"21255780392002","*","*","*","*","*","*","*","*","*","*","*","*","71770156"
"21255780393002","*","*","*","*","*","*","*","*","*","*","*","*","71770156"
"21251020073002","*","*","*","*","*","*","*","*","*","*","*","*","72705429"
"21251300073002","*","*","*","*","*","*","*","*","*","*","*","*","72710878"
"21251920073002","*","*","*","*","*","*","*","*","*","*","*","*","72725007"
"12010560394012","*","*","*","*","*","*","*","*","*","*","*","*","11030234"
"12010560394011","*","*","*","*","*","*","*","*","*","*","*","*","11030131"
"12010560394021","*","*","*","*","*","*","*","*","*","*","*","*","11030155"
"22607470343408","*","*","*","*","*","*","*","*","*","*","*","*","51775009"
"22266760277408","*","*","*","*","*","*","*","*","*","*","*","*","51790008"
"22607470342408","*","*","*","*","*","*","*","*","*","*","*","*","51775009"
"12013600196052","*","*","*","*","*","*","*","*","*","*","*","*","11160513"
"22297685366408","*","*","*","*","*","*","*","*","*","*","*","*","51790008"
"12013600227053","*","*","*","*","*","*","*","*","*","*","*","*","11160599"
"14031160000408","*","*","*","*","*","*","*","*","*","*","*","*","31063009"
"12013900000052","*","*","*","*","*","*","*","*","*","*","*","*","11195503"
"12016777000052","*","*","*","*","*","*","*","*","*","*","*","*","11316556"
"12016770019042","*","*","*","*","*","*","*","*","*","*","*","*","11015008"
"22607512336002","*","*","*","*","*","*","*","*","*","*","*","*","51775308"
"12010590000052","*","*","*","*","*","*","*","*","*","*","*","*","11035019"
"12015110322052","*","*","*","*","*","*","*","*","*","*","*","*","11272559"
"12013600399052","*","*","*","*","*","*","*","*","*","*","*","*","11160551"
"12013600279052","*","*","*","*","*","*","*","*","*","*","*","*","11160881"
"12010560394022","*","*","*","*","*","*","*","*","*","*","*","*","11030234"
"12016040000042","*","*","*","*","*","*","01","Não Irrigado","*","*","*","*","11286002"
"12016040213042","*","*","*","*","*","*","01","Não Irrigado","*","*","*","*","11286301"
"12015420213052","*","*","*","*","*","*","*","*","*","*","*","*","11345558"
"22606000342408","*","*","*","*","*","*","*","*","*","*","*","*","51775009"
"22606000343408","*","*","*","*","*","*","*","*","*","*","*","*","51775009"
"12013900403052","*","*","*","*","*","*","*","*","*","*","*","*","11194503"
"12015420213012","*","*","*","*","*","*","*","*","*","*","*","*","11345338"
"12011380000052","*","*","*","*","*","*","*","*","*","*","*","*","11079006"
"11464930000408","*","*","*","*","*","*","*","*","*","*","*","*","91406015"
"24034280000408","*","*","*","*","*","*","*","*","*","*","*","*","52212004"
"12010590000042","*","*","*","*","*","*","01","Não Irrigado","*","*","*","*","11035019"
"12016777000042","*","*","*","*","*","*","01","Não Irrigado","*","*","*","*","11316013"
